"Services and Packages ","","","","","","","","","","","","","",""
"V-38604","medium","The ypbind service must not be running.","Disabling the ""ypbind"" service ensures the system is not acting as a client in a NIS or NIS+ domain.","None","SV-50405r2_rule","F-43552r2_fix","The ""ypbind"" service, which allows the system to act as a client in a NIS or NIS+ domain, should be disabled. The ""ypbind"" service can be disabled with the following commands:

# chkconfig ypbind off
# service ypbind stop","C-46162r2_chk","To check that the ""ypbind"" service is disabled in system boot configuration, run the following command:

# chkconfig ""ypbind"" --list

Output should indicate the ""ypbind"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""ypbind"" --list
""ypbind"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""ypbind"" is disabled through current runtime configuration:

# service ypbind status

If the service is disabled the command will return the following output:

ypbind is stopped


If the service is running, this is a finding.","","nis; yellow pages","","",""
"V-38606","medium","The tftp-server package must not be installed unless required.","Removing the ""tftp-server"" package decreases the risk of the accidental (or intentional) activation of tftp services.","None","SV-50407r2_rule","F-43554r1_fix","The ""tftp-server"" package can be removed with the following command:

# yum erase tftp-server","C-46164r1_chk","Run the following command to determine if the ""tftp-server"" package is installed:

# rpm -q tftp-server


If the package is installed, this is a finding.","TFTP","","","",""
"V-38609","medium","The TFTP service must not be running.","Disabling the ""tftp"" service ensures the system is not acting as a tftp server, which does not provide encryption or authentication.","None","SV-50410r2_rule","F-43557r4_fix","The ""tftp"" service should be disabled. The ""tftp"" service can be disabled with the following command:

# chkconfig tftp off","C-46166r2_chk","To check that the ""tftp"" service is disabled in system boot configuration, run the following command:

# chkconfig ""tftp"" --list

Output should indicate the ""tftp"" service has either not been installed, or has been disabled, as shown in the example below:

# chkconfig ""tftp"" --list
tftp off
OR
error reading information on service tftp: No such file or directory


If the service is running, this is a finding.","","","","",""
"V-38701","high","The TFTP daemon must operate in secure mode which provides access only to a single directory on the host file system.","Using the ""-s"" option causes the TFTP service to only serve files from the given directory. Serving files from an intentionally specified directory reduces the risk of sharing files which should remain private.","None","SV-50502r1_rule","F-43650r1_fix","If running the ""tftp"" service is necessary, it should be configured to change its root directory at startup. To do so, ensure ""/etc/xinetd.d/tftp"" includes ""-s"" as a command line argument, as shown in the following example (which is also the default):

server_args = -s /var/lib/tftpboot","C-46263r1_chk","Verify ""tftp"" is configured by with the ""-s"" option by running the following command:

grep ""server_args"" /etc/xinetd.d/tftp

The output should indicate the ""server_args"" variable is configured with the ""-s"" flag, matching the example below:

# grep ""server_args"" /etc/xinetd.d/tftp
server_args = -s /var/lib/tftpboot

If it does not, this is a finding.","","","","",""
"V-38582","medium","The xinetd service must be disabled if no network services utilizing it are enabled.","The xinetd service provides a dedicated listener service for some programs, which is no longer necessary for commonly-used network services. Disabling it ensures that these uncommon services are not running, and also prevents attacks against xinetd itself.","None","SV-50383r2_rule","F-43530r2_fix","The ""xinetd"" service can be disabled with the following commands:

# chkconfig xinetd off
# service xinetd stop","C-46140r2_chk","If network services are using the xinetd service, this is not applicable.

To check that the ""xinetd"" service is disabled in system boot configuration, run the following command:

# chkconfig ""xinetd"" --list

Output should indicate the ""xinetd"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""xinetd"" --list
""xinetd"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""xinetd"" is disabled through current runtime configuration:

# service xinetd status

If the service is disabled the command will return the following output:

xinetd is stopped


If the service is running, this is a finding.","xinetd","","","",""
"V-38584","low","The xinetd service must be uninstalled if no network services utilizing it are enabled.","Removing the ""xinetd"" package decreases the risk of the xinetd service's accidental (or intentional) activation.","None","SV-50385r1_rule","F-43532r1_fix","The ""xinetd"" package can be uninstalled with the following command:

# yum erase xinetd","C-46142r1_chk","If network services are using the xinetd service, this is not applicable.

Run the following command to determine if the ""xinetd"" package is installed:

# rpm -q xinetd


If the package is installed, this is a finding.","","responds to requests","","",""
"V-38514","medium","The Datagram Congestion Control Protocol (DCCP) must be disabled unless required.","Disabling DCCP protects the system against exploitation of any flaws in its implementation.","None","SV-50315r3_rule","F-43461r3_fix","The Datagram Congestion Control Protocol (DCCP) is a relatively new transport layer protocol, designed to support streaming media and telephony. To configure the system to prevent the ""dccp"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"":

install dccp /bin/true","C-46071r3_chk","If the system is configured to prevent the loading of the ""dccp"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"":

$ grep -r dccp /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding.","congestion control?","","","",""
"V-38515","medium","The Stream Control Transmission Protocol (SCTP) must be disabled unless required.","Disabling SCTP protects the system against exploitation of any flaws in its implementation.","None","SV-50316r3_rule","F-43462r3_fix","The Stream Control Transmission Protocol (SCTP) is a transport layer protocol, designed to support the idea of message-oriented communication, with several streams of messages within one connection. To configure the system to prevent the ""sctp"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"":

install sctp /bin/true","C-46072r3_chk","If the system is configured to prevent the loading of the ""sctp"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"":

$ grep -r sctp /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding.","","","","",""
"V-38517","medium","The Transparent Inter-Process Communication (TIPC) protocol must be disabled unless required.","Disabling TIPC protects the system against exploitation of any flaws in its implementation.","None","SV-50318r3_rule","F-43464r3_fix","The Transparent Inter-Process Communication (TIPC) protocol is designed to provide communications between nodes in a cluster. To configure the system to prevent the ""tipc"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"":

install tipc /bin/true","C-46074r3_chk","If the system is configured to prevent the loading of the ""tipc"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"":

$ grep -r tipc /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding.","","","","",""
"V-38516","low","The Reliable Datagram Sockets (RDS) protocol must be disabled unless required.","Disabling RDS protects the system against exploitation of any flaws in its implementation.","None","SV-50317r3_rule","F-43463r4_fix","The Reliable Datagram Sockets (RDS) protocol is a transport layer protocol designed to provide reliable high-bandwidth, low-latency communications between nodes in a cluster. To configure the system to prevent the ""rds"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"":

install rds /bin/true","C-46073r3_chk","If the system is configured to prevent the loading of the ""rds"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated ""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"":

$ grep -r rds /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding.","","","","",""
"V-38618","low","The avahi service must be disabled.","Because the Avahi daemon service keeps an open network port, it is subject to network attacks. Its functionality is convenient but is only appropriate if the local network can be trusted.","None","SV-50419r2_rule","F-43567r2_fix","The ""avahi-daemon"" service can be disabled with the following commands:

# chkconfig avahi-daemon off
# service avahi-daemon stop","C-46177r1_chk","To check that the ""avahi-daemon"" service is disabled in system boot configuration, run the following command:

# chkconfig ""avahi-daemon"" --list

Output should indicate the ""avahi-daemon"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""avahi-daemon"" --list
""avahi-daemon"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""avahi-daemon"" is disabled through current runtime configuration:

# service avahi-daemon status

If the service is disabled the command will return the following output:

avahi-daemon is stopped


If the service is running, this is a finding.","keeps an open network so susceptible to network attacks","","","",""
"V-38674","medium","X Windows must not be enabled unless required.","Unnecessary services should be disabled to decrease the attack surface of the system.","None","SV-50475r1_rule","F-43623r1_fix","Setting the system's runlevel to 3 will prevent automatic startup of the X server. To do so, ensure the following line in ""/etc/inittab"" features a ""3"" as shown:

id:3:initdefault:","C-46234r1_chk","To verify the default runlevel is 3, run the following command:

# grep initdefault /etc/inittab

The output should show the following:

id:3:initdefault:


If it does not, this is a finding.","X Windows","","","",""
"V-38676","low","The xorg-x11-server-common (X Windows) package must not be installed, unless required.","Unnecessary packages should not be installed to decrease the attack surface of the system.","None","SV-50477r1_rule","F-43625r1_fix","Removing all packages which constitute the X Window System ensures users or malicious software cannot start X. To do so, run the following command:

# yum groupremove ""X Window System""","C-46236r1_chk","To ensure the X Windows package group is removed, run the following command:

$ rpm -qi xorg-x11-server-common

The output should be:

package xorg-x11-server-common is not installed


If it is not, this is a finding.","","","","",""
"V-38605","medium","The cron service must be running.","Due to its usage for maintenance and security-supporting tasks, enabling the cron daemon is essential.","None","SV-50406r2_rule","F-43553r2_fix","The ""crond"" service is used to execute commands at preconfigured times. It is required by almost all systems to perform necessary maintenance tasks, such as notifying root of system activity. The ""crond"" service can be enabled with the following commands:

# chkconfig crond on
# service crond start","C-46163r1_chk","Run the following command to determine the current status of the ""crond"" service:

# service crond status

If the service is enabled, it should return the following:

crond is running...


If the service is not running, this is a finding.","","","","",""
"V-38641","low","The atd service must be disabled.","The ""atd"" service could be used by an unsophisticated insider to carry out activities outside of a normal login session, which could complicate accountability. Furthermore, the need to schedule tasks with ""at"" or ""batch"" is not common.","None","SV-50442r2_rule","F-43590r2_fix","The ""at"" and ""batch"" commands can be used to schedule tasks that are meant to be executed only once. This allows delayed execution in a manner similar to cron, except that it is not recurring. The daemon ""atd"" keeps track of tasks scheduled via ""at"" and ""batch"", and executes them at the specified time. The ""atd"" service can be disabled with the following commands:

# chkconfig atd off
# service atd stop","C-46201r2_chk","If the system uses the ""atd"" service, this is not applicable.

To check that the ""atd"" service is disabled in system boot configuration, run the following command:

# chkconfig ""atd"" --list

Output should indicate the ""atd"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""atd"" --list
""atd"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""atd"" is disabled through current runtime configuration:

# service atd status

If the service is disabled the command will return the following output:

atd is stopped


If the service is running, this is a finding.","runs scheduled commands","","","",""
"V-38627","low","The openldap-servers package must not be installed unless required.","Unnecessary packages should not be installed to decrease the attack surface of the system.","None","SV-50428r1_rule","F-43577r1_fix","The ""openldap-servers"" package should be removed if not in use. Is this machine the OpenLDAP server? If not, remove the package.

# yum erase openldap-servers

The openldap-servers RPM is not installed by default on RHEL6 machines. It is needed only by the OpenLDAP server, not by the clients which use LDAP for authentication. If the system is not intended for use as an LDAP Server it should be removed.","C-46187r1_chk","To verify the ""openldap-servers"" package is not installed, run the following command:

$ rpm -q openldap-servers

The output should show the following.

package openldap-servers is not installed


If it does not, this is a finding.","??","","","",""
"V-38640","low","The Automatic Bug Reporting Tool (abrtd) service must not be running.","Mishandling crash data could expose sensitive information about vulnerabilities in software executing on the local machine, as well as sensitive information from within a process's address space or registers.","None","SV-50441r2_rule","F-43589r2_fix","The Automatic Bug Reporting Tool (""abrtd"") daemon collects and reports crash data when an application crash is detected. Using a variety of plugins, abrtd can email crash reports to system administrators, log crash reports to files, or forward crash reports to a centralized issue tracking system such as RHTSupport. The ""abrtd"" service can be disabled with the following commands:

# chkconfig abrtd off
# service abrtd stop","C-46200r1_chk","To check that the ""abrtd"" service is disabled in system boot configuration, run the following command:

# chkconfig ""abrtd"" --list

Output should indicate the ""abrtd"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""abrtd"" --list
""abrtd"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""abrtd"" is disabled through current runtime configuration:

# service abrtd status

If the service is disabled the command will return the following output:

abrtd is stopped


If the service is running, this is a finding.","watches and remediates when app crashes","","","",""
"V-38644","low","The ntpdate service must not be running.","The ""ntpdate"" service may only be suitable for systems which are rebooted frequently enough that clock drift does not cause problems between reboots. In any event, the functionality of the ntpdate service is now available in the ntpd program and should be considered deprecated.","None","SV-50445r2_rule","F-43593r2_fix","The ntpdate service sets the local hardware clock by polling NTP servers when the system boots. It synchronizes to the NTP servers listed in ""/etc/ntp/step-tickers"" or ""/etc/ntp.conf"" and then sets the local hardware clock to the newly synchronized system time. The ""ntpdate"" service can be disabled with the following commands:

# chkconfig ntpdate off
# service ntpdate stop","C-46204r1_chk","To check that the ""ntpdate"" service is disabled in system boot configuration, run the following command:

# chkconfig ""ntpdate"" --list

Output should indicate the ""ntpdate"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""ntpdate"" --list
""ntpdate"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""ntpdate"" is disabled through current runtime configuration:

# service ntpdate status

If the service is disabled the command will return the following output:

ntpdate is stopped


If the service is running, this is a finding.","set date/time","","","",""
"V-38646","low","The oddjobd service must not be running.","The ""oddjobd"" service may provide necessary functionality in some environments but it can be disabled if it is not needed. Execution of tasks by privileged programs, on behalf of unprivileged ones, has traditionally been a source of privilege escalation security issues.","None","SV-50447r2_rule","F-43595r2_fix","The ""oddjobd"" service exists to provide an interface and access control mechanism through which specified privileged tasks can run tasks for unprivileged client applications. Communication with ""oddjobd"" is through the system message bus. The ""oddjobd"" service can be disabled with the following commands:

# chkconfig oddjobd off
# service oddjobd stop","C-46206r2_chk","To check that the ""oddjobd"" service is disabled in system boot configuration, run the following command:

# chkconfig ""oddjobd"" --list

Output should indicate the ""oddjobd"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""oddjobd"" --list
""oddjobd"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""oddjobd"" is disabled through current runtime configuration:

# service oddjobd status

If the service is disabled the command will return the following output:

oddjobd is stopped


If the service is running, this is a finding.","","","","",""
"V-38648","low","The qpidd service must not be running.","The qpidd service is automatically installed when the ""base"" package selection is selected during installation. The qpidd service listens for network connections which increases the attack surface of the system. If the system is not intended to receive AMQP traffic then the ""qpidd"" service is not needed and should be disabled or removed.","None","SV-50449r2_rule","F-43597r2_fix","The ""qpidd"" service provides high speed, secure, guaranteed delivery services. It is an implementation of the Advanced Message Queuing Protocol. By default the qpidd service will bind to port 5672 and listen for connection attempts. The ""qpidd"" service can be disabled with the following commands:

# chkconfig qpidd off
# service qpidd stop","C-46208r2_chk","To check that the ""qpidd"" service is disabled in system boot configuration, run the following command:

# chkconfig ""qpidd"" --list

Output should indicate the ""qpidd"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""qpidd"" --list
""qpidd"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""qpidd"" is disabled through current runtime configuration:

# service qpidd status

If the service is disabled the command will return the following output:

qpidd is stopped


If the service is running, this is a finding.","message queueing using amqp","","","",""
"V-38650","low","The rdisc service must not be running.","General-purpose systems typically have their network and routing information configured statically by a system administrator. Workstations or some special-purpose systems often use DHCP (instead of IRDP) to retrieve dynamic network configuration information.","None","SV-50451r2_rule","F-43599r2_fix","The ""rdisc"" service implements the client side of the ICMP Internet Router Discovery Protocol (IRDP), which allows discovery of routers on the local subnet. If a router is discovered then the local routing table is updated with a corresponding default route. By default this daemon is disabled. The ""rdisc"" service can be disabled with the following commands:

# chkconfig rdisc off
# service rdisc stop","C-46210r1_chk","To check that the ""rdisc"" service is disabled in system boot configuration, run the following command:

# chkconfig ""rdisc"" --list

Output should indicate the ""rdisc"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below:

# chkconfig ""rdisc"" --list
""rdisc"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""rdisc"" is disabled through current runtime configuration:

# service rdisc status

If the service is disabled the command will return the following output:

rdisc is stopped


If the service is running, this is a finding.","router discovery","","","",""
"V-38668+A197","high","The x86 Ctrl-Alt-Delete key sequence must be disabled.","A locally logged-in user who presses Ctrl-Alt-Delete, when at the console, can reboot the system. If accidentally pressed, as could happen in the case of mixed OS environment, this can create the risk of short-term loss of availability of systems due to unintentional reboot. In the GNOME graphical environment, risk of unintentional reboot from the Ctrl-Alt-Delete sequence is reduced because the user will be prompted before any action is taken.","None","SV-50469r2_rule","F-43617r2_fix","By default, the system includes the following line in ""/etc/init/control-alt-delete.conf"" to reboot the system when the Ctrl-Alt-Delete key sequence is pressed:

exec /sbin/shutdown -r now ""Ctrl-Alt-Delete pressed""


To configure the system to log a message instead of rebooting the system, add the following line to ""/etc/init/control-alt-delete.override"" to read as follows:

exec /usr/bin/logger -p security.info ""Ctrl-Alt-Delete pressed""By default, the system includes the following line in ""/etc/init/control-alt-delete.conf"" to reboot the system when the Ctrl-Alt-Delete key sequence is pressed:

exec /sbin/shutdown -r now ""Ctrl-Alt-Delete pressed""


To configure the system to log a message instead of rebooting the system, add the following line to ""/etc/init/control-alt-delete.override"" to read as follows:

exec /usr/bin/logger -p security.info ""Ctrl-Alt-Delete pressed""By default, the system includes the following line in ""/etc/init/control-alt-delete.conf"" to reboot the system when the Ctrl-Alt-Delete key sequence is pressed:

exec /sbin/shutdown -r now ""Ctrl-Alt-Delete pressed""


To configure the system to log a message instead of rebooting the system, add the following line to ""/etc/init/control-alt-delete.override"" to read as follows:

exec /usr/bin/logger -p security.info ""Ctrl-Alt-Delete pressed""","C-46228r2_chk","To ensure the system is configured to log a message instead of rebooting the system when Ctrl-Alt-Delete is pressed, ensure the following line is in ""/etc/init/control-alt-delete.override"":

exec /usr/bin/logger -p security.info ""Control-Alt-Delete pressed""

If the system is not configured to block the shutdown command when Ctrl-Alt-Delete is pressed, this is a finding. To ensure the system is configured to log a message instead of rebooting the system when Ctrl-Alt-Delete is pressed, ensure the following line is in ""/etc/init/control-alt-delete.override"":

exec /usr/bin/logger -p security.info ""Control-Alt-Delete pressed""

If the system is not configured to block the shutdown command when Ctrl-Alt-Delete is pressed, this is a finding. To ensure the system is configured to log a message instead of rebooting the system when Ctrl-Alt-Delete is pressed, ensure the following line is in ""/etc/init/control-alt-delete.override"":

exec /usr/bin/logger -p security.info ""Control-Alt-Delete pressed""

If the system is not configured to block the shutdown command when Ctrl-Alt-Delete is pressed, this is a finding. ","accidental reboot","","","",""
"V-38671","medium","The sendmail package must be removed.","The sendmail software was not developed with security in mind and its design prevents it from being effectively contained by SELinux. Postfix should be used instead.","None","SV-50472r1_rule","F-43620r1_fix","Sendmail is not the default mail transfer agent and is not installed by default. The ""sendmail"" package can be removed with the following command:

# yum erase sendmailSendmail is not the default mail transfer agent and is not installed by default. The ""sendmail"" package can be removed with the following command:

# yum erase sendmailSendmail is not the default mail transfer agent and is not installed by default. The ""sendmail"" package can be removed with the following command:

# yum erase sendmail","C-46231r1_chk","Run the following command to determine if the ""sendmail"" package is installed:

# rpm -q sendmail


If the package is installed, this is a finding.Run the following command to determine if the ""sendmail"" package is installed:

# rpm -q sendmail


If the package is installed, this is a finding.Run the following command to determine if the ""sendmail"" package is installed:

# rpm -q sendmail


If the package is installed, this is a finding.","use postfix instead; mail transfer","","","",""
